"order_id","customer_id","order_date","order_month","order_revenue","is_return","country"
"536534",15350,2010-12-01 13:33:00.000 +0200,2010-12-01,2493,N,United Kingdom
"536535",15605,2010-12-01 13:38:00.000 +0200,2010-12-01,19485,N,United Kingdom
"536536",18144,2010-12-01 13:45:00.000 +0200,2010-12-01,16505,N,United Kingdom
"536537",15922,2010-12-01 13:51:00.000 +0200,2010-12-01,30146,N,United Kingdom
"536538",14594,2010-12-01 13:54:00.000 +0200,2010-12-01,23970,N,United Kingdom
"536539",15165,2010-12-01 14:03:00.000 +0200,2010-12-01,41764,N,United Kingdom
"536540",14911,2010-12-01 14:05:00.000 +0200,2010-12-01,49088,N,EIRE
"536541",14911,2010-12-01 14:05:00.000 +0200,2010-12-01,1500,N,EIRE
"536542",16456,2010-12-01 14:11:00.000 +0200,2010-12-01,74960,N,United Kingdom
"536551",17346,2010-12-01 14:34:00.000 +0200,2010-12-01,12646,N,United Kingdom
"536556",17643,2010-12-01 14:38:00.000 +0200,2010-12-01,9021,N,United Kingdom
"536557",17841,2010-12-01 14:41:00.000 +0200,2010-12-01,51533,N,United Kingdom
"536559",17873,2010-12-01 14:54:00.000 +0200,2010-12-01,20495,N,United Kingdom
"536560",13093,2010-12-01 15:00:00.000 +0200,2010-12-01,79940,N,United Kingdom
"536561",12921,2010-12-01 15:06:00.000 +0200,2010-12-01,20900,N,United Kingdom
"536562",13468,2010-12-01 15:08:00.000 +0200,2010-12-01,27067,N,United Kingdom
"536563",17760,2010-12-01 15:08:00.000 +0200,2010-12-01,15733,N,United Kingdom
"536564",13468,2010-12-01 15:08:00.000 +0200,2010-12-01,5140,N,United Kingdom
"536566",16928,2010-12-01 15:21:00.000 +0200,2010-12-01,11625,N,United Kingdom
"536567",16048,2010-12-01 15:27:00.000 +0200,2010-12-01,6996,N,United Kingdom
"536568",16048,2010-12-01 15:28:00.000 +0200,2010-12-01,504,N,United Kingdom
"536569",16274,2010-12-01 15:35:00.000 +0200,2010-12-01,32889,N,United Kingdom
"536570",14496,2010-12-01 15:35:00.000 +0200,2010-12-01,30434,N,United Kingdom
"536571",14696,2010-12-01 15:37:00.000 +0200,2010-12-01,28328,N,United Kingdom
"536572",16539,2010-12-01 15:40:00.000 +0200,2010-12-01,44235,N,United Kingdom
"536573",17025,2010-12-01 15:45:00.000 +0200,2010-12-01,14312,N,United Kingdom
"536574",17025,2010-12-01 15:46:00.000 +0200,2010-12-01,1785,N,United Kingdom
"536575",13777,2010-12-01 16:01:00.000 +0200,2010-12-01,135426,N,United Kingdom
"536576",13777,2010-12-01 16:11:00.000 +0200,2010-12-01,228626,N,United Kingdom
"536577",13777,2010-12-01 16:13:00.000 +0200,2010-12-01,49700,N,United Kingdom
"536578",17690,2010-12-01 16:15:00.000 +0200,2010-12-01,14352,N,United Kingdom
"536579",13777,2010-12-01 16:16:00.000 +0200,2010-12-01,31596,N,United Kingdom
"536580",17690,2010-12-01 16:17:00.000 +0200,2010-12-01,8586,N,United Kingdom
"536581",13777,2010-12-01 16:19:00.000 +0200,2010-12-01,33000,N,United Kingdom
"536582",12947,2010-12-01 16:21:00.000 +0200,2010-12-01,30404,N,United Kingdom
"536583",13777,2010-12-01 16:21:00.000 +0200,2010-12-01,19800,N,United Kingdom
"536584",13777,2010-12-01 16:22:00.000 +0200,2010-12-01,113280,N,United Kingdom
"536585",17460,2010-12-01 16:24:00.000 +0200,2010-12-01,1990,N,United Kingdom
"536586",18229,2010-12-01 16:25:00.000 +0200,2010-12-01,34420,N,United Kingdom
"536587",14142,2010-12-01 16:33:00.000 +0200,2010-12-01,27383,N,United Kingdom
"536588",17069,2010-12-01 16:49:00.000 +0200,2010-12-01,27705,N,United Kingdom
"536590",13065,2010-12-01 16:52:00.000 +0200,2010-12-01,20586,N,United Kingdom
"536591",14606,2010-12-01 16:57:00.000 +0200,2010-12-01,19076,N,United Kingdom
"536593",16835,2010-12-01 17:15:00.000 +0200,2010-12-01,7041,N,United Kingdom
"536594",15235,2010-12-01 17:22:00.000 +0200,2010-12-01,7950,N,United Kingdom
"536595",13576,2010-12-01 17:24:00.000 +0200,2010-12-01,33970,N,United Kingdom
"536597",18011,2010-12-01 17:35:00.000 +0200,2010-12-01,10279,N,United Kingdom
"536598",13090,2010-12-02 07:48:00.000 +0200,2010-12-01,16060,N,United Kingdom
"536599",15694,2010-12-02 07:49:00.000 +0200,2010-12-01,24520,N,United Kingdom
"536600",17850,2010-12-02 08:32:00.000 +0200,2010-12-01,24028,N,United Kingdom
"536601",17850,2010-12-02 08:33:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536602",17850,2010-12-02 08:34:00.000 +0200,2010-12-01,16376,N,United Kingdom
"536603",17850,2010-12-02 08:40:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536604",14741,2010-12-02 08:43:00.000 +0200,2010-12-01,18450,N,United Kingdom
"536605",13715,2010-12-02 08:52:00.000 +0200,2010-12-01,24997,N,United Kingdom
"536607",17732,2010-12-02 09:29:00.000 +0200,2010-12-01,28867,N,United Kingdom
"536608",12855,2010-12-02 09:37:00.000 +0200,2010-12-01,3810,N,United Kingdom
"536609",17850,2010-12-02 09:41:00.000 +0200,2010-12-01,23312,N,United Kingdom
"536610",17850,2010-12-02 09:42:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536611",15752,2010-12-02 09:43:00.000 +0200,2010-12-01,14625,N,United Kingdom
"536612",17850,2010-12-02 09:44:00.000 +0200,2010-12-01,19542,N,United Kingdom
"536613",17855,2010-12-02 09:44:00.000 +0200,2010-12-01,19763,N,United Kingdom
"536614",17850,2010-12-02 09:44:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536615",14047,2010-12-02 10:09:00.000 +0200,2010-12-01,25632,N,United Kingdom
"536616",17925,2010-12-02 10:10:00.000 +0200,2010-12-01,24408,N,United Kingdom
"536617",13941,2010-12-02 10:17:00.000 +0200,2010-12-01,89100,N,United Kingdom
"536618",17017,2010-12-02 10:17:00.000 +0200,2010-12-01,75744,N,United Kingdom
"536619",17017,2010-12-02 10:18:00.000 +0200,2010-12-01,9720,N,United Kingdom
"536620",14135,2010-12-02 10:27:00.000 +0200,2010-12-01,47391,N,United Kingdom
"536621",13108,2010-12-02 10:35:00.000 +0200,2010-12-01,25826,N,United Kingdom
"536623",15601,2010-12-02 10:39:00.000 +0200,2010-12-01,76838,N,United Kingdom
"536624",13418,2010-12-02 10:45:00.000 +0200,2010-12-01,61064,N,United Kingdom
"536626",13418,2010-12-02 10:46:00.000 +0200,2010-12-01,126,N,United Kingdom
"536627",15658,2010-12-02 10:53:00.000 +0200,2010-12-01,27560,N,United Kingdom
"536628",17850,2010-12-02 10:54:00.000 +0200,2010-12-01,21922,N,United Kingdom
"536629",17850,2010-12-02 10:55:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536630",17850,2010-12-02 10:56:00.000 +0200,2010-12-01,23312,N,United Kingdom
"536631",17850,2010-12-02 10:58:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536632",14388,2010-12-02 11:02:00.000 +0200,2010-12-01,30146,N,United Kingdom
"536633",14901,2010-12-02 11:20:00.000 +0200,2010-12-01,20415,N,United Kingdom
"536634",18041,2010-12-02 11:21:00.000 +0200,2010-12-01,18811,N,United Kingdom
"536635",15955,2010-12-02 11:22:00.000 +0200,2010-12-01,48922,N,United Kingdom
"536636",15070,2010-12-02 11:23:00.000 +0200,2010-12-01,10620,N,United Kingdom
"536637",18041,2010-12-02 11:35:00.000 +0200,2010-12-01,21021,N,United Kingdom
"536638",16244,2010-12-02 11:41:00.000 +0200,2010-12-01,103395,N,United Kingdom
"536639",15111,2010-12-02 11:45:00.000 +0200,2010-12-01,19778,N,United Kingdom
"536641",12748,2010-12-02 11:46:00.000 +0200,2010-12-01,425,N,United Kingdom
"536643",14390,2010-12-02 11:57:00.000 +0200,2010-12-01,22370,N,United Kingdom
"536663",16546,2010-12-02 12:07:00.000 +0200,2010-12-01,16332,N,United Kingdom
"536667",15260,2010-12-02 12:09:00.000 +0200,2010-12-01,36250,N,United Kingdom
"536670",15260,2010-12-02 12:09:00.000 +0200,2010-12-01,5800,N,United Kingdom
"536671",13305,2010-12-02 12:10:00.000 +0200,2010-12-01,13620,N,United Kingdom
"536672",14491,2010-12-02 12:10:00.000 +0200,2010-12-01,12720,N,United Kingdom
"536673",14060,2010-12-02 12:11:00.000 +0200,2010-12-01,33984,N,United Kingdom
"536674",15923,2010-12-02 12:16:00.000 +0200,2010-12-01,11196,N,United Kingdom
"536676",16752,2010-12-02 12:18:00.000 +0200,2010-12-01,18086,N,United Kingdom
"536681",17287,2010-12-02 12:22:00.000 +0200,2010-12-01,10636,N,United Kingdom
"536685",17850,2010-12-02 12:23:00.000 +0200,2010-12-01,36912,N,United Kingdom
"536688",17850,2010-12-02 12:24:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536690",17850,2010-12-02 12:25:00.000 +0200,2010-12-01,31992,N,United Kingdom
"536693",17850,2010-12-02 12:26:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536698",15363,2010-12-02 12:28:00.000 +0200,2010-12-01,28064,N,United Kingdom
"536707",12915,2010-12-02 12:33:00.000 +0200,2010-12-01,15771,N,United Kingdom
"536732",15544,2010-12-02 12:47:00.000 +0200,2010-12-01,35454,N,United Kingdom
"536733",15738,2010-12-02 12:50:00.000 +0200,2010-12-01,27295,N,United Kingdom
"536735",17381,2010-12-02 12:58:00.000 +0200,2010-12-01,21120,N,United Kingdom
"536736",17381,2010-12-02 12:59:00.000 +0200,2010-12-01,82488,N,United Kingdom
"536738",15827,2010-12-02 13:06:00.000 +0200,2010-12-01,9818,N,United Kingdom
"536739",14180,2010-12-02 13:08:00.000 +0200,2010-12-01,20175,N,United Kingdom
"536740",15827,2010-12-02 13:08:00.000 +0200,2010-12-01,8141,N,United Kingdom
"536741",13117,2010-12-02 13:11:00.000 +0200,2010-12-01,19078,N,United Kingdom
"536742",16916,2010-12-02 13:14:00.000 +0200,2010-12-01,17744,N,United Kingdom
"536743",17964,2010-12-02 13:32:00.000 +0200,2010-12-01,25798,N,United Kingdom
"536744",14466,2010-12-02 13:36:00.000 +0200,2010-12-01,35707,N,United Kingdom
"536745",17235,2010-12-02 13:38:00.000 +0200,2010-12-01,34190,N,United Kingdom
"536746",16510,2010-12-02 13:39:00.000 +0200,2010-12-01,23280,N,United Kingdom
"536747",17802,2010-12-02 13:44:00.000 +0200,2010-12-01,3972,N,United Kingdom
"536748",15107,2010-12-02 13:45:00.000 +0200,2010-12-01,7010,N,United Kingdom
"536749",17976,2010-12-02 13:49:00.000 +0200,2010-12-01,29335,N,United Kingdom
"536750",17850,2010-12-02 14:04:00.000 +0200,2010-12-01,42346,N,United Kingdom
"536751",17850,2010-12-02 14:05:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536752",17850,2010-12-02 14:06:00.000 +0200,2010-12-01,37932,N,United Kingdom
"536753",17850,2010-12-02 14:07:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536754",14449,2010-12-02 14:09:00.000 +0200,2010-12-01,18756,N,United Kingdom
"536759",16781,2010-12-02 14:26:00.000 +0200,2010-12-01,31125,N,United Kingdom
"536761",13491,2010-12-02 14:30:00.000 +0200,2010-12-01,8756,N,United Kingdom
"536762",16186,2010-12-02 14:40:00.000 +0200,2010-12-01,28500,N,United Kingdom
"536763",17685,2010-12-02 14:42:00.000 +0200,2010-12-01,45252,N,United Kingdom
"536769",17581,2010-12-02 14:47:00.000 +0200,2010-12-01,65895,N,United Kingdom
"536771",17581,2010-12-02 14:49:00.000 +0200,2010-12-01,9570,N,United Kingdom
"536777",15732,2010-12-02 15:00:00.000 +0200,2010-12-01,13810,N,United Kingdom
"536778",13138,2010-12-02 15:03:00.000 +0200,2010-12-01,18189,N,United Kingdom
"536779",15823,2010-12-02 15:08:00.000 +0200,2010-12-01,15,N,United Kingdom
"536781",17460,2010-12-02 15:14:00.000 +0200,2010-12-01,504,N,United Kingdom
"536782",17567,2010-12-02 15:18:00.000 +0200,2010-12-01,38610,N,United Kingdom
"536783",15061,2010-12-02 15:19:00.000 +0200,2010-12-01,387236,N,United Kingdom
"536784",15061,2010-12-02 15:20:00.000 +0200,2010-12-01,217090,N,United Kingdom
"536785",15061,2010-12-02 15:22:00.000 +0200,2010-12-01,273096,N,United Kingdom
"536786",15061,2010-12-02 15:23:00.000 +0200,2010-12-01,32400,N,United Kingdom
"536787",17850,2010-12-02 15:24:00.000 +0200,2010-12-01,18112,N,United Kingdom
"536788",15061,2010-12-02 15:25:00.000 +0200,2010-12-01,7500,N,United Kingdom
"536789",17850,2010-12-02 15:25:00.000 +0200,2010-12-01,2220,N,United Kingdom
"536790",17850,2010-12-02 15:26:00.000 +0200,2010-12-01,52067,N,United Kingdom
"536791",17850,2010-12-02 15:27:00.000 +0200,2010-12-01,4440,N,United Kingdom
"536792",15061,2010-12-02 15:28:00.000 +0200,2010-12-01,3000,N,United Kingdom
"536793",16203,2010-12-02 15:39:00.000 +0200,2010-12-01,17070,N,United Kingdom
"536794",13767,2010-12-02 15:40:00.000 +0200,2010-12-01,27744,N,United Kingdom
"536795",15640,2010-12-02 15:40:00.000 +0200,2010-12-01,24300,N,United Kingdom
"536796",15574,2010-12-02 15:46:00.000 +0200,2010-12-01,29396,N,United Kingdom
"536797",16770,2010-12-02 15:49:00.000 +0200,2010-12-01,4008,N,United Kingdom
"536798",17838,2010-12-02 15:55:00.000 +0200,2010-12-01,54838,N,United Kingdom
"536799",17228,2010-12-02 16:00:00.000 +0200,2010-12-01,8880,N,United Kingdom
"536800",14829,2010-12-02 16:12:00.000 +0200,2010-12-01,22752,N,United Kingdom
"536802",17412,2010-12-02 16:29:00.000 +0200,2010-12-01,16670,N,United Kingdom
"536803",14911,2010-12-02 16:33:00.000 +0200,2010-12-01,2250,N,EIRE
"536804",14031,2010-12-02 16:34:00.000 +0200,2010-12-01,171425,N,United Kingdom
"536805",14775,2010-12-02 16:38:00.000 +0200,2010-12-01,31584,N,United Kingdom
"536806",12971,2010-12-02 16:42:00.000 +0200,2010-12-01,4512,N,United Kingdom
"536808",17659,2010-12-02 16:46:00.000 +0200,2010-12-01,24780,N,United Kingdom
"536809",15299,2010-12-02 16:48:00.000 +0200,2010-12-01,100320,N,United Kingdom
"536810",15299,2010-12-02 16:50:00.000 +0200,2010-12-01,30396,N,United Kingdom
"536811",15299,2010-12-02 16:51:00.000 +0200,2010-12-01,52785,N,United Kingdom
"536813",15646,2010-12-02 16:59:00.000 +0200,2010-12-01,17846,N,United Kingdom
"536819",13402,2010-12-02 17:12:00.000 +0200,2010-12-01,23232,N,United Kingdom
"536821",17757,2010-12-02 17:17:00.000 +0200,2010-12-01,14156,N,United Kingdom
"536823",13011,2010-12-02 17:22:00.000 +0200,2010-12-01,5055,N,United Kingdom
"536824",13798,2010-12-02 17:24:00.000 +0200,2010-12-01,40800,N,United Kingdom
"536830",16754,2010-12-02 17:38:00.000 +0200,2010-12-01,200240,N,United Kingdom
"536831",16029,2010-12-02 17:40:00.000 +0200,2010-12-01,56940,N,United Kingdom
"536832",16634,2010-12-02 17:41:00.000 +0200,2010-12-01,16480,N,United Kingdom
"536833",18239,2010-12-02 17:48:00.000 +0200,2010-12-01,40012,N,United Kingdom
"536834",14576,2010-12-02 17:51:00.000 +0200,2010-12-01,3540,N,United Kingdom
"536835",13145,2010-12-02 18:06:00.000 +0200,2010-12-01,295,N,United Kingdom
"536836",18168,2010-12-02 18:08:00.000 +0200,2010-12-01,24431,N,United Kingdom
"536837",14395,2010-12-02 18:15:00.000 +0200,2010-12-01,27259,N,United Kingdom
"536838",14865,2010-12-02 18:23:00.000 +0200,2010-12-01,3720,N,United Kingdom
"536839",15093,2010-12-02 18:25:00.000 +0200,2010-12-01,62373,N,United Kingdom
"536840",12738,2010-12-02 18:27:00.000 +0200,2010-12-01,12223,N,Germany
"536841",16150,2010-12-02 18:27:00.000 +0200,2010-12-01,36282,N,United Kingdom
"536842",17552,2010-12-02 18:45:00.000 +0200,2010-12-01,26362,N,United Kingdom
"536843",17552,2010-12-02 18:46:00.000 +0200,2010-12-01,3490,N,United Kingdom
"536844",14236,2010-12-02 18:49:00.000 +0200,2010-12-01,18930,N,United Kingdom
"536845",17961,2010-12-02 19:18:00.000 +0200,2010-12-01,11801,N,United Kingdom
"536846",14573,2010-12-02 19:59:00.000 +0200,2010-12-01,35628,N,United Kingdom
"536847",17135,2010-12-03 09:31:00.000 +0200,2010-12-01,21558,N,United Kingdom
"536848",13408,2010-12-03 09:39:00.000 +0200,2010-12-01,53400,N,United Kingdom
"536849",17396,2010-12-03 09:45:00.000 +0200,2010-12-01,39750,N,United Kingdom
"536851",12967,2010-12-03 09:49:00.000 +0200,2010-12-01,136840,N,United Kingdom
"536852",12686,2010-12-03 09:51:00.000 +0200,2010-12-01,7132,N,France
"536856",13370,2010-12-03 10:26:00.000 +0200,2010-12-01,59557,N,United Kingdom
"536857",16883,2010-12-03 10:33:00.000 +0200,2010-12-01,12236,N,United Kingdom
"536858",13520,2010-12-03 10:36:00.000 +0200,2010-12-01,22420,N,Switzerland
"536859",12841,2010-12-03 10:43:00.000 +0200,2010-12-01,29047,N,United Kingdom
"536860",16905,2010-12-03 10:43:00.000 +0200,2010-12-01,23910,N,United Kingdom
"536861",12427,2010-12-03 10:44:00.000 +0200,2010-12-01,17750,N,Germany
"536863",17967,2010-12-03 11:19:00.000 +0200,2010-12-01,10660,N,United Kingdom
"536874",16891,2010-12-03 11:35:00.000 +0200,2010-12-01,19449,N,United Kingdom
"536884",14589,2010-12-03 11:42:00.000 +0200,2010-12-01,3975,N,United Kingdom
"536890",14156,2010-12-03 11:48:00.000 +0200,2010-12-01,32220,N,EIRE
"536938",14680,2010-12-03 12:05:00.000 +0200,2010-12-01,168088,N,United Kingdom
"536943",17884,2010-12-03 12:11:00.000 +0200,2010-12-01,17428,N,United Kingdom
"536944",12557,2010-12-03 12:20:00.000 +0200,2010-12-01,62000,N,Spain
"536945",14083,2010-12-03 12:24:00.000 +0200,2010-12-01,27880,N,United Kingdom
"536946",13013,2010-12-03 12:28:00.000 +0200,2010-12-01,70424,N,United Kingdom
"536947",13013,2010-12-03 12:29:00.000 +0200,2010-12-01,67506,N,United Kingdom
"536954",17809,2010-12-03 12:41:00.000 +0200,2010-12-01,42500,N,United Kingdom
"536956",14210,2010-12-03 12:43:00.000 +0200,2010-12-01,22557,N,United Kingdom
"536957",17809,2010-12-03 12:43:00.000 +0200,2010-12-01,79170,N,United Kingdom
"536960",16477,2010-12-03 12:48:00.000 +0200,2010-12-01,20297,N,United Kingdom
"536967",12600,2010-12-03 12:57:00.000 +0200,2010-12-01,5868,N,Germany
"536968",16013,2010-12-03 13:09:00.000 +0200,2010-12-01,53400,N,United Kingdom
"536969",16013,2010-12-03 13:10:00.000 +0200,2010-12-01,52800,N,United Kingdom
"536970",17949,2010-12-03 13:12:00.000 +0200,2010-12-01,131400,N,United Kingdom
"536971",12779,2010-12-03 13:40:00.000 +0200,2010-12-01,21756,N,Poland
"536972",16926,2010-12-03 13:42:00.000 +0200,2010-12-01,13845,N,United Kingdom
"536973",17787,2010-12-03 13:43:00.000 +0200,2010-12-01,66824,N,United Kingdom
"536974",12682,2010-12-03 13:59:00.000 +0200,2010-12-01,28926,N,France
"536975",14911,2010-12-03 14:04:00.000 +0200,2010-12-01,139281,N,EIRE
"536976",14723,2010-12-03 14:18:00.000 +0200,2010-12-01,13090,N,United Kingdom
"536977",17954,2010-12-03 14:18:00.000 +0200,2010-12-01,10878,N,United Kingdom
"536980",17819,2010-12-03 14:26:00.000 +0200,2010-12-01,49697,N,United Kingdom
"536981",14723,2010-12-03 14:26:00.000 +0200,2010-12-01,9739,N,United Kingdom
"536983",12712,2010-12-03 14:30:00.000 +0200,2010-12-01,10443,N,Germany
"536984",17841,2010-12-03 14:35:00.000 +0200,2010-12-01,33198,N,United Kingdom
"536985",15373,2010-12-03 14:40:00.000 +0200,2010-12-01,30370,N,United Kingdom
"536986",16140,2010-12-03 14:40:00.000 +0200,2010-12-01,11280,N,United Kingdom
"536987",17198,2010-12-03 14:54:00.000 +0200,2010-12-01,26247,N,United Kingdom
"536988",17238,2010-12-03 15:05:00.000 +0200,2010-12-01,21848,N,United Kingdom
"536989",17238,2010-12-03 15:10:00.000 +0200,2010-12-01,11192,N,United Kingdom
"536990",12793,2010-12-03 15:14:00.000 +0200,2010-12-01,10408,N,Portugal
"536992",15769,2010-12-03 15:16:00.000 +0200,2010-12-01,9180,N,United Kingdom
"536993",14396,2010-12-03 15:19:00.000 +0200,2010-12-01,9325,N,United Kingdom
"536994",14898,2010-12-03 15:25:00.000 +0200,2010-12-01,9850,N,United Kingdom
"537022",12725,2010-12-03 15:45:00.000 +0200,2010-12-01,36102,N,Italy
"537023",16725,2010-12-03 16:02:00.000 +0200,2010-12-01,12026,N,United Kingdom
"537026",12395,2010-12-03 16:35:00.000 +0200,2010-12-01,28778,N,Belgium
"537030",16455,2010-12-03 16:44:00.000 +0200,2010-12-01,22362,N,United Kingdom
